"V1" "V2"
5.87036834693243 10.7987256190809
6.47642738689361 9.44620229538874
6.02604603544801 8.76007708312702
5.59735651608086 12.8325129220918
4.46431238200609 7.50345177157733
5.8960895508221 11.3746258443363
6.49965349175622 11.0490429624481
6.21079092567851 9.9548836074757
7.9315447382211 9.92930330390952
9.15849635617644 10.1545540694819
5.89967320007391 11.6177347645354
5.52016688352646 7.63737406657458
5.8815071806783 10.3988268275271
6.75007291090424 9.44472834338989
7.77598694774884 9.68069856016057
4.22723904413463 11.8682099409493
7.20128402354635 8.80569826046705
6.64418206756158 10.699601232102
7.30490806445263 11.4868307925429
5.76048533843124 6.2532025089487
5.00513207059967 11.2325908428735
4.02106543184958 6.96908989557835
7.05903756505731 12.241461025988
5.83888494688329 10.7334087675857
8.25757637528099 10.8361051152682
3.8600420917651 10.088471989423
5.966263769747 10.6380683785795
4.67687169624633 10.3112182243992
7.75278955448219 9.49543306640414
7.294559471051 7.14395035482416
4.54999050797752 10.8910495098782
4.7636453857106 10.9071918516838
5.70769988698838 6.96450764183779
5.473535700487 7.90062577117902
6.87962822936214 11.3940612485953
6.37627854188495 8.99252414234929
9.07141914197985 10.7377398526335
4.97382393348274 10.3930834893595
5.75728545984474 8.47520823133894
8.55864883482208 11.5276936305409
4.87619617241166 11.2622027436637
5.803694960088 11.0706607755812
4.7135608998211 8.48967236439577
6.51586913710416 10.8224865962249
5.54052635974149 8.76348459542469
6.79785197884937 9.91651579913717
6.49699569447119 9.48840002421879
7.74550715587927 12.4918754681193
7.98600656359696 9.23485738983952
3.67775146841753 8.16877239055274
7.06714220999512 1.30895217511125
6.46044813822902 3.14219554639206
6.69943067529194 1.3529782917801
8.03744634887006 0.982144500205398
5.93824067941826 4.19309439540288
5.52331051006436 1.60418496842455
7.11283368692457 2.02140861647184
5.99998150006326 1.66644777576952
7.07910404210628 0.268011766400548
6.55370467191381 0.961952157176728
4.2561770994968 2.53122553524123
6.23473716269763 2.24318669130199
5.49281854449367 2.40237473506413
4.53869689575016 3.40589100109982
5.01912145031377 3.22179304982126
5.50003839723373 1.81094074282195
6.26743917303243 2.86810841097809
4.83003435160058 2.65247984100879
6.68160879589666 2.15420964127133
7.27684439910158 0.559082334837683
6.1768001542436 2.23876433357943
4.43016183625546 2.11367183687491
5.94820021279243 3.11110438639422
6.00397696863088 -0.191592179228783
6.22483423721814 2.37028691815395
7.10375012507003 1.22786808934798
6.41819673985697 0.600662529241682
6.5681653312192 3.04454458958437
6.1074191468965 2.97333499638653
6.76595591677649 0.47038491919899
5.66465230794223 2.92653655104429
5.50504469217704 2.1875577419643
6.31605289151369 3.08569526701122
5.61193090395684 2.84930382202584
6.43631538290627 1.72598922642989
5.30912564763988 1.15017398981731
5.81811381660002 2.79827964662665
6.05094778338284 0.544200030797318
4.95737274718463 2.69637282305045
5.06388829516401 2.92343749158371
4.74148057300849 1.74344328584301
6.93937229822681 1.73846686436892
4.15327756931517 4.23269866694043
5.55526841334796 1.54112560098022
5.78585348359258 0.849369880120778
6.63435305753132 0.937507292525581
6.42284105567269 1.73443237856841
5.65607049249565 2.96354470095321
6.64418093146785 0.311912431318488
5.36055206837069 2.82482470864055
7.2045032115123 5.38095653020356
10.0790702491843 5.99571797883547
9.56104264646543 4.34005006452949
11.3698392967079 4.59328344666405
9.79733639950789 3.13316873715608
11.1440692717245 3.81322003222364
8.96599209616858 8.20531158354984
10.0678919319264 4.48309244934869
9.84373384095394 6.76501506450476
11.0848214242505 6.79109587624056
9.57135270173908 5.1951394673633
10.2681107286867 3.16172926366421
10.7394093123182 2.93763311509107
11.3270570990406 7.82228512046538
6.94490726114551 6.68505241495874
9.27499843744882 4.82825480171958
11.8498172009354 7.70193768380501
11.0540292293653 6.18087805096175
7.98539351751196 6.10237502487085
9.07622883809132 5.47310823057617
9.3259150600214 4.05355637891458
8.40352090080455 4.60483648329514
12.0832593232025 6.16767770051842
7.38106506725169 5.47432828541015
11.0156071004292 3.97263722136847
8.67418030406652 5.25551815102716
9.56983981203746 7.43774544457185
9.00425775169749 3.08261667053105
11.4437839875478 6.05569302456632
12.9340008082751 6.68172021532933
9.46398260845733 5.53350655498553
7.47975789439496 6.21051511400849
9.5616750840337 3.77666946786565
8.98451013769366 5.53296628724551
10.3687007554407 5.55539568033652
9.90180449884197 6.98699854387552
7.48567010325376 5.25909900205067
8.67442659780227 4.44563528415923
12.2468652292255 4.30892757241168
10.5345472147949 5.07058861184801
9.85942718584966 3.21611444888709
12.2593361054215 6.77918057941817
10.8393528177283 6.92957205986738
11.213966991491 5.4324108049215
7.15984947107959 5.53842605658887
8.61114563751679 2.88736730627861
9.64308011540965 3.18335643742154
11.2732359898582 5.45219870964655
9.44246224170215 5.02735493384808
8.35172573809643 3.02360573541636
